"id","name","bussines_name","rfc","comments_on_delivery","date_joined","date_created","date_updated","direction_id"
"413","1244 PASEOS DEL MARQUES","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:38.561144+00","2023-07-19 08:07:16.981764+00","493"
"414","TECNOSTAMPTRIULZI MEXICO PIQ","TECNOSTAMPTRIULZI MEXICO S DE RL DE CV","TME0707161L2","","2023-07-19","2023-07-19 08:21:38.715083+00","2023-07-19 08:07:17.215114+00","494"
"415","INDUSTRIAL PROEPSA DEL NORTE IRAPUATO","INDUSTRIAL PROEPSA DEL NORTE S DE RL","IPN0502102D7","","2023-07-19","2023-07-19 08:21:38.86948+00","2023-07-19 08:07:17.445717+00","495"
"416","ANDERTON CASTINGS","ANDERTON CASTINGS","CDC010102FR1","","2023-07-19","2023-07-19 08:21:39.024571+00","2023-07-19 08:07:17.681734+00","496"
"417","ROBERTSHAW","ROBERTSHAW","ISM9804026WA","","2023-07-19","2023-07-19 08:21:39.17894+00","2023-07-19 08:07:17.911823+00","497"
"418","GG CABLES AND WIRES MEXICO","GG CABLES AND WIRES MEXICO S DE RL DE CV","GCW130411K98","","2023-07-19","2023-07-19 08:21:39.333774+00","2023-07-19 08:07:18.147846+00","498"
"419","AGROTRACTORES DE AGUASCALIENTES","AGROTRACTORES DE AGUASCALIENTES","GOMO880209BI1","","2023-07-19","2023-07-19 08:21:39.489297+00","2023-07-19 08:07:18.384828+00","499"
"420","RYDER CAPITAL QUERETARO","RYDER CAPITAL S.A. DE C.V.","KME850218KA9","","2023-07-19","2023-07-19 08:21:39.643871+00","2023-07-19 08:07:18.620831+00","500"
"421","COMPAS Aguascalientes","COMPAS Aguascalientes","DCM150604MG0","","2023-07-19","2023-07-19 08:21:39.799863+00","2023-07-19 08:07:18.852778+00","501"
"422","1811 LOMA BONITA","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:39.95554+00","2023-07-19 08:07:19.092714+00","502"
"423","1355 FUNDADORES","TIENDAS TRES B SA CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:40.108465+00","2023-07-19 08:07:19.323309+00","503"
"424","1567 GIRASOLES","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:40.268358+00","2023-07-19 08:07:19.552914+00","504"
"425","1413 MILENIO","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:40.422314+00","2023-07-19 08:07:19.785829+00","505"
"426","1490 PIE DE LA CUESTA","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:21:40.578338+00","2023-07-19 08:07:20.019992+00","506"
"427","1290 CADEREYTA","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:21:40.731461+00","2023-07-19 08:07:20.253003+00","507"
"428","Pollos Vidaurri","Pollos Vidaurri","CECN8707233B4","","2023-07-19","2023-07-19 08:21:40.885879+00","2023-07-19 08:07:20.483207+00","508"
"429","NESTOR TERRA PARK","NESTOR DAVID CERON","CECN8707233B4","","2023-07-19","2023-07-19 08:21:41.038996+00","2023-07-19 08:07:20.715844+00","509"
"430","1329 JURICA","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:41.191656+00","2023-07-19 08:07:20.950825+00","510"
"431","DIMAQ	ALVARO OBREGON","DIMAQ","POPA671208KI6","","2023-07-19","2023-07-19 08:21:41.344938+00","2023-07-19 08:07:21.183085+00","511"
"432","THYSSENKRUPP COMPONENTS TECHNOLOGY SLP","THYSSENKRUPP COMPONENTS TECHNOLOGY DE MEXICO SA DE CV","TBS961213NP8","","2023-07-19","2023-07-19 08:21:41.501668+00","2023-07-19 08:07:21.415944+00","512"
"433","1155 EZEQUIEL MONTES","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:41.65477+00","2023-07-19 08:07:21.650632+00","513"
"434","1705 SAN JOSE DE ITURBIDE","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:41.816358+00","2023-07-19 08:07:21.883016+00","514"
"435","HPP SYSTEMS DE MEXICO LOS REYES ACOZAC","HPP SYSTEMS DE MEXICO, SA DE CV","","EPP COMPLET (CHALECO VERDE), DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:21:41.984491+00","2023-07-19 08:07:22.115932+00","515"
"436","DIGA SILAO","DIGA, SA DE CV","OSI110103Q79","","2023-07-19","2023-07-19 08:21:42.141886+00","2023-07-19 08:07:22.34798+00","516"
"437","OLSA SISTEMAS DE ILUMINACION AUTOMOTRIZ","OLSA SISTEMAS DE ILUMINACION AUTOMOTRIZ S DE RL DE CV","OSI110103Q79","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM, SE REQUIERE PRUEBA COVID","2023-07-19","2023-07-19 08:21:42.305265+00","2023-07-19 08:07:22.577347+00","517"
"438","PLANT SQUAD MEXICO","PLANT SQUAD MEXICO","PSM211001T98","","2023-07-19","2023-07-19 08:21:42.463531+00","2023-07-19 08:07:22.809725+00","518"
"439","Cervecería Cuauhtemoc Moctezuma Heineken México","Cervecería Cuauhtemoc Moctezuma Heineken México S.A. de C.V.","CCM010710UU1","","2023-07-19","2023-07-19 08:21:42.622269+00","2023-07-19 08:07:23.042928+00","519"
"440","OMNIGREEN","OMNIGREEN","OMN171129TV9","","2023-07-19","2023-07-19 08:21:42.775212+00","2023-07-19 08:07:23.277082+00","520"
"441","YUSA AUTOPARTS MEXICO ZACATECAS","YUSA AUTOPARTS MEXICO, SA DE CV","YAM101206160","","2023-07-19","2023-07-19 08:21:42.93594+00","2023-07-19 08:07:23.510325+00","521"
"442","PROVEEDORA DE MATERIALES PLÁSTICOS NUEVO LEÓN","PROVEEDORA DE MATERIALES PLÁSTICOS SA DE CV","PMP9611297L5","","2023-07-19","2023-07-19 08:21:43.092047+00","2023-07-19 08:07:23.740951+00","522"
"443","IMS GEAR EL MARQUES","IMS GEAR S.A. DE C.V","CTC861104I92","","2023-07-19","2023-07-19 08:21:43.25108+00","2023-07-19 08:07:23.971965+00","523"
"444","EUROTRANCIATURA MEXICO","EUROTRANCIATURA MEXICO, SA DE CV","CTC861104I92","","2023-07-19","2023-07-19 08:21:43.40463+00","2023-07-19 08:07:24.200335+00","524"
"445","1330 VILLAS DE SANTIAGO","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:43.560939+00","2023-07-19 08:07:24.434169+00","525"
"446","MLSMX TRADING NUBE 9","Nube 9 SA DE CV","NNU141216KL7","","2023-07-19","2023-07-19 08:21:43.715094+00","2023-07-19 08:07:24.667962+00","526"
"447","AVIGRUPO MEXICO Estado de México","AVIGRUPO MEXICO, S.A. DE C.V.","AME170807963","","2023-07-19","2023-07-19 08:21:43.868008+00","2023-07-19 08:07:24.90516+00","527"
"448","LUBRICANTES FUCHS MEXICO","LUBRICANTES FUCHS MEXICO","LFM881024QE1","","2023-07-19","2023-07-19 08:21:44.021889+00","2023-07-19 08:07:25.134974+00","528"
"449","Frenos y mecanismos","Frenos y mecanismos S de RL de CV","FME841214V55","","2023-07-19","2023-07-19 08:21:44.179256+00","2023-07-19 08:07:25.365654+00","529"
"450","NOVA - CHEM","NOVA - CHEM SA de CV","NOV160219CN7","","2023-07-19","2023-07-19 08:21:44.333943+00","2023-07-19 08:07:25.596286+00","530"
"451","NOVA - CHEM PACHUCA DE SOTO","GOMEZ ZAVALA JESUS GERARDO","NOV160219CN7","","2023-07-19","2023-07-19 08:21:44.487351+00","2023-07-19 08:07:25.831168+00","531"
"452","MARCHESI MEXICO","MARCHESI MEXICO SRL DE CV","CMA160510CZA","","2023-07-19","2023-07-19 08:21:44.640968+00","2023-07-19 08:07:26.064123+00","532"
"453","DYA MANUFACTURAS SJR","DYA MANUFACTURAS SA DE CV","DMA170603DD9","","2023-07-19","2023-07-19 08:21:44.796206+00","2023-07-19 08:07:26.293018+00","533"
"454","ANIMALNUTRI MEXICO JALISCO","ANIMALNUTRI MEXICO SA DE CV","AME960522B64","","2023-07-19","2023-07-19 08:21:44.950301+00","2023-07-19 08:07:26.524016+00","534"
"455","OMNISYSTEM","OMNISYSTEM SA DE CV","OLU091016FT5","","2023-07-19","2023-07-19 08:21:45.103693+00","2023-07-19 08:07:26.756023+00","535"
"456","INTERNACIONAL DE SISTEMAS AGROPECUARIOS","INTERNACIONAL DE SISTEMAS AGROPECUARIOS SA DE CV","ISA911015E16","","2023-07-19","2023-07-19 08:21:45.267195+00","2023-07-19 08:07:26.987726+00","536"
"457","ENTRADA GROUP DE MEXICO PLANTA ELECTREX  FRENSILLO ZACATECAS","ENTRADA GROUP DE MEXICO S DE RL DE CV","EGM0303257J1","","2023-07-19","2023-07-19 08:21:45.420705+00","2023-07-19 08:07:27.219342+00","537"
"458","PEGASUS AUTO PARTS MONTERREY","PEGASUS AUTO PARTS MONTERREY S.A. DE C.V.","PAP1602097H8","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:21:45.577308+00","2023-07-19 08:07:27.450953+00","538"
"459","JUNTAS ESPECIALES","JUNTAS ESPECIALES, SA DE CV","JES810831D46","","2023-07-19","2023-07-19 08:21:45.731061+00","2023-07-19 08:07:27.683674+00","539"
"460","ASPEL MOLDING DE MEXICO","ASPEL MOLDING DE MEXICO, S.A. DE C.V","NALR6210222J0","","2023-07-19","2023-07-19 08:21:45.886278+00","2023-07-19 08:07:27.915287+00","540"
"461","OSCAR OLARTE PUEBLA MLSMX","OSCAR OLARTE DIAZ","AOADO90116MP6","","2023-07-19","2023-07-19 08:21:46.042734+00","2023-07-19 08:07:28.149327+00","541"
"462","AVIGROUP MEXICO PUEBLA","AVIGROUP MEXICO SA DE CV","AME170807963","","2023-07-19","2023-07-19 08:21:46.201683+00","2023-07-19 08:07:28.388355+00","542"
"463","AVIGROUP MEXICO TUXPAN","AVIGROUP MEXICO SA DE CV","AME170807963","","2023-07-19","2023-07-19 08:21:46.362823+00","2023-07-19 08:07:28.625624+00","543"
"464","AVIGROUP MEXICO MORELOS","AVIGROUP DE MEXICO SA DE CV","AME170807963","","2023-07-19","2023-07-19 08:21:46.51901+00","2023-07-19 08:07:28.862222+00","544"
"465","AVIGROUP MEXICO MORELOS MIACATLAN","AVIGROUP MEXICO SA DE CV","AME170807963","","2023-07-19","2023-07-19 08:21:46.671167+00","2023-07-19 08:07:29.094152+00","545"
"466","WALLSTABE & SCHNEIDER MEXICO IRAPUATO","WALLSTABE & SCHNEIDER MEXICO, S DE RL DE CV","WAS1210093S7","","2023-07-19","2023-07-19 08:21:46.828951+00","2023-07-19 08:07:29.327574+00","546"
"467","BACHOCO CEDIS TLAQUEPAQUE","BACHOCO","BAC800208B25","","2023-07-19","2023-07-19 08:21:46.989664+00","2023-07-19 08:07:29.57073+00","547"
"468","BACHOCO TLAQUEPAQUE","BACHOCO","BAC800208B25","","2023-07-19","2023-07-19 08:21:47.1467+00","2023-07-19 08:07:29.799888+00","548"
"469","CEDIS ASTURIANO QRO","CEDIS ASTURITO","CAS230914GM9","https://goo.gl/maps/1wvYcV8NxboMQw9R9","2023-07-19","2024-11-28 21:33:45.909574+00","2023-07-19 08:07:30.038152+00","549"
"470","T383 SIERRA DE ALICIA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","https://goo.gl/maps/ZDDMJQjMtXF7Do7A6","2023-07-19","2023-07-19 08:21:47.459591+00","2023-07-19 08:07:30.270833+00","550"
"471","T384 SEGURO SOCIAL","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","https://goo.gl/maps/tTBtUkEjJXsicx6A7","2023-07-19","2023-07-19 08:21:47.610716+00","2023-07-19 08:07:30.502085+00","551"
"472","T385 LA ENCANTADA","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","https://goo.gl/maps/hVTY3ZJCwTxXELNK8","2023-07-19","2023-07-19 08:21:47.766415+00","2023-07-19 08:07:30.735256+00","552"
"473","T386 GAVILANES","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","https://goo.gl/maps/t66b29ZB5jpwwYi28","2023-07-19","2023-07-19 08:21:47.923061+00","2023-07-19 08:07:30.966358+00","553"
"474","T387 GIMNASIO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","http://goo.gl/maps/s17JaYAy7os7MLF87","2023-07-19","2023-07-19 08:21:48.075025+00","2023-07-19 08:07:31.198152+00","554"
"475","Ryder capital qro","Ryder capital s de rl de cv","RCA940729470","","2023-07-19","2023-07-19 08:21:48.228818+00","2023-07-19 08:07:31.430759+00","555"
"476","AUDI PUEBLA","Audi mexico sa de cv","AAU120905KG9","","2023-07-19","2023-07-19 08:21:48.38975+00","2023-07-19 08:07:31.664245+00","556"
"477","OPERADORA DE PLANTAS TRATADORAS DE AGUA Y RESIDUOS","OPERADORA DE PLANTAS TRATADORAS DE AGUA Y RESIDUOS SA DE CV","XAXX010101000","","2023-07-19","2023-07-19 08:21:48.544437+00","2023-07-19 08:07:31.898145+00","557"
"478","PREH DE MÉXICO","PREH DE MÉXICO, SA DE CV","PME051004TYA","","2023-07-19","2023-07-19 08:21:48.703226+00","2023-07-19 08:07:32.131995+00","558"
"479","REVESTIMIENTOS ESPECIALES DE MEXICO","REVESTIMIENTOS ESPECIALES DE MEXICO, SRL DE CV","REM981123896","","2023-07-19","2023-07-19 08:21:48.858175+00","2023-07-19 08:07:32.368248+00","559"
"480","NUEVA WALMART MEXICO COLIMA","NUEVA WALMART MEXICO","NWM9709244W4","","2023-07-19","2023-07-19 08:21:49.015139+00","2023-07-19 08:07:32.596246+00","560"
"481","BACHOCO CEDIS COLIMA","BACHOCO","BAC800208B25","","2023-07-19","2023-07-19 08:21:49.170259+00","2023-07-19 08:07:32.82721+00","561"
"482","EKK EAGLE MEXICO","EKK EAGLE MEXICO SA DE CV","EEI1210018A4","","2023-07-19","2023-07-19 08:21:49.323663+00","2023-07-19 08:07:33.060328+00","562"
"483","DUAS RODAS","DUAS RODAS","DRI070702N25","","2023-07-19","2023-07-19 08:21:49.478061+00","2023-07-19 08:07:33.293837+00","563"
"484","PILGRIMS PRIDE TEPEJI","PILGRIMS PRIDE S DE RL DE CV","PPR910701LEA","","2023-07-19","2023-07-19 08:21:49.632982+00","2023-07-19 08:07:33.529759+00","564"
"485","JAIME GARCIA MARTINEZ ext MAS SEEDS","JAIME GARCIA MARTINEZ","GEMJ720101FY7","EPP COMPLETO (CHALECO, CASCO, ZAPATOS DE SEGURIDAD, GUANTES, CUBREBOCAS),. PERMISOS DE UNIDAD VIGENTES Y LICENCIA VIGENTE","2023-07-19","2023-07-19 08:21:49.794871+00","2023-07-19 08:07:33.759468+00","565"
"486","Inmobiliaria y arrendadora La Fortalez EXT MAS SEEDS","Inmobiliaria y arrendadora La Fortaleza SA de CV","MSM190918392","","2023-07-19","2023-07-19 08:21:49.950776+00","2023-07-19 08:07:33.991569+00","566"
"487","Draexlmaier","Draexlmaier","DCA040909263","","2023-07-19","2023-07-19 08:21:50.105306+00","2023-07-19 08:07:34.224372+00","567"
"488","MEXALIT INDUSTRIAL","MEXALIT INDUSTRIAL, SA DE CV","MIN920101UR1","EPP COMPLETO (CHALECO, CUBREBOCAS, ZAPATO DE SEGURIDAD, CASCO, GUANTES) PRESENTABLE. DOCUMENTOS DE UNIDAD Y OPERADOR, VIGENTES","2023-07-19","2023-07-19 08:21:50.27326+00","2023-07-19 08:07:34.462069+00","568"
"489","GROOT NUEVO LEÓN","GROOT S.A. de C.V.","GRO190725DR6","","2023-07-19","2023-07-19 08:21:50.427292+00","2023-07-19 08:07:34.694452+00","569"
"490","ALVAPEC","ALVAPEC S.A. DE C.V.","ALV170301S72","","2023-07-19","2023-07-19 08:21:50.581135+00","2023-07-19 08:07:34.925425+00","570"
"491","NESTLE MEXICO CUAUTITLAN","NESTLE MEXICO, S.A. DE C.V.","NSI091211B67","EPP COMPLETO, DOCUMENTOS DE OPERADOR Y UNIDAD VIGENTES","2023-07-19","2023-07-19 08:21:50.738268+00","2023-07-19 08:07:35.159613+00","571"
"492","TMP MANUFACTURING","TMP MANUFACTURING, CO DE MEXICO, SA DE CV","TMM0405185W2","EPP COMPLETO. DOC DE UNIDAD Y OPERADOR VIGENTES","2023-07-19","2023-07-19 08:21:50.893337+00","2023-07-19 08:07:35.393234+00","572"
"493","ANTOLIN INTERIORS MEXICO INYECCION PET TOLUCA 2000","ANTOLIN INTERIORS MEXICO, SA DE CV INYECCION PET TOLUCA 2000","IAI0409305B8","","2023-07-19","2023-07-19 08:21:51.049343+00","2023-07-19 08:07:35.624779+00","573"
"494","ANDAMIOS Y PARARRAYOS ""QUERÉTARO","ANDAMIOS Y PARARRAYOS, S.A. DE C.V.","APA840130HH2","EPP COMPLETO, DOCUMENTOS DE UNIDADES Y OPERADORES VIGENTES. MATERIAL DE SUJECCIÓN","2023-07-19","2023-07-19 08:21:51.204942+00","2023-07-19 08:07:35.859909+00","574"
"495","ANDAMIOS Y PARARRAYOS ""LERMA","ANDAMIOS Y PARARRAYOS, S.A. DE C.V.","APA840130HH2","EPP COMPLETO, DOCUMENTOS DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECCIÓN","2023-07-19","2023-07-19 08:21:51.359321+00","2023-07-19 08:07:36.093057+00","575"
"496","FULL TECH","FULL TECH","FCM151208LW1","","2023-07-19","2023-07-19 08:21:51.512821+00","2023-07-19 08:07:36.334493+00","576"
"497","1541 GTO LAS ESTANCIAS","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:21:51.673916+00","2023-07-19 08:07:36.563702+00","577"
"498","2058 MERCA JUÁREZ","TIENDAS DE TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:51.82901+00","2023-07-19 08:07:36.801407+00","578"
"499","989 QROHUIMILPAN","TIENDAS TRES B SA DE CV","TSO991022PB6",NULL,"2023-07-19","2025-01-02 21:43:55.057629+00","2023-07-19 08:07:37.037095+00","579"
"500","796 SAN JOSÉ DE ITURBIDE","TIENDAS TRES B SA DE CV","TSO991022PB6","","2023-07-19","2023-07-19 08:21:52.136827+00","2023-07-19 08:07:37.276134+00","580"
"501","METAL PARK","METAL PARK, SA DE CV","MPA070906CP0","","2023-07-19","2023-07-19 08:21:52.295211+00","2023-07-19 08:07:37.519167+00","581"
"502","GREINER ASSISTEC","GREINER ASSISTEC, SA DE CV","GAS100531RB6","","2023-07-19","2023-07-19 08:21:52.460866+00","2023-07-19 08:07:37.755149+00","582"
"503","OXXO PARQUEINDUSTRIAL STIVA LEÓN","OXXO SA DE CV","PBU800306BQ5","","2023-07-19","2023-07-19 08:21:52.618394+00","2023-07-19 08:07:37.985533+00","583"
"504","OXXO  SANTA ROSA JAUREGUI","OXXO SA DE CV","PBU800306BQ5","","2023-07-19","2023-07-19 08:21:52.772198+00","2023-07-19 08:07:38.217926+00","584"
"505","OXXO CUAUTLANCINGO","OXXO SA DE CV","PBU800306BQ5","PÓLIZA DE SEGURO VIGENTE, SUA IMPRESO IDENTIFICACIÓN DE LLETRA, INE, ZAPATOS DE SEGURIDAD, PANTALÓN NO ROTO, CAMISA CON MANGAS, NO ARETES, NO GORRA","2023-07-19","2023-07-19 08:21:52.928856+00","2023-07-19 08:07:38.448717+00","585"
"506","1362 CERRITO COLORADO","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:21:53.083936+00","2023-07-19 08:07:38.681045+00","586"
"507","LEAR MEXICAN TRIM OPERATIONS CD JUÁREZ CHI.","LEAR MEXICAN TRIM OPERATIONS DE RL DE CV","LMT8104156I5","","2023-07-19","2023-07-19 08:21:53.240193+00","2023-07-19 08:07:38.913521+00","587"
"508","UNIQUE FABRICATING DE MÉXICO PARQUE BENITO JUÁREZ","UNIQUE FABRICATING DE MÉXICO S.A. DE C.V","UFM030725814","","2023-07-19","2023-07-19 08:21:53.395875+00","2023-07-19 08:07:39.150157+00","588"
"509","CENTRACORE COMPANY DE MEXICO PARQUE INDUSTRIAL FINSA EL MARQUES,","CENTRACORE COMPANY DE MEXICO S DE RL DE CV","CTC861104I92","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:21:53.549081+00","2023-07-19 08:07:39.384355+00","589"
"510","POLIURETANOS MEXICANOS WOODBRIDGE RAMOS ARIZPE","POLIURETANOS MEXICANOS WOODBRIDGE, SA DE CV","PMW9410112X5","","2023-07-19","2023-07-19 08:21:53.704517+00","2023-07-19 08:07:39.618838+00","590"
"511","ZKW MEXICO PUERTO INTERIOR SILAO","ZKW MEXICO S.A. DE C.V.","ZME1403073X4","","2023-07-19","2023-07-19 08:21:53.858232+00","2023-07-19 08:07:39.851267+00","591"
"512","652 MERCADO ESCOBEDO","TIENDAS TRES B SA DE CV","TTB040915CY9","","2023-07-19","2023-07-19 08:21:54.018567+00","2023-07-19 08:07:40.090324+00","592"
"513","GISSING GUANAJUATO LEÓN","GISSING GUANAJUATO S DE RL DE CV","CTC861104I92","","2023-07-19","2023-07-19 08:21:54.178547+00","2023-07-19 08:07:40.32349+00","593"
"514","ASTURIANO CEDE NEZAHUALCÓYOTL","ASTURIANO","AEM151124N36","","2023-07-19","2023-07-19 08:21:54.331359+00","2023-07-19 08:07:40.555678+00","594"
"515","ACCEL ""PRODUCTORES AGROPECUARIOS TEPEXPAN","PRODUCTORES AGROPECUARIOS TEPEXPAN","ACO941024FG4","EPP COMPLETO, MATERIAL DE SUJECCIÓN","2023-07-19","2023-07-19 08:21:54.488346+00","2023-07-19 08:07:40.789236+00","595"
"516","VARROC LIGHTING SYSTEMS  PARQUE INDUSTRIAL MONTERREY","VARROC LIGHTING SYSTEMS S. DE R.L. DE C.V.","VLS120517HTA","","2023-07-19","2023-07-19 08:21:54.647906+00","2023-07-19 08:07:41.019848+00","596"
"517","Ascend Performance Materials México SAN JOSÉ DE ITURBIDE","Ascend Performance Materials México S. de R.L. de C.V.","CTC861104I92","","2023-07-19","2023-07-19 08:21:54.802829+00","2023-07-19 08:07:41.250137+00","597"
"518","FANASA QUERETARO","FANASA SA DE CV","FAN910816468","","2023-07-19","2023-07-19 08:21:54.956965+00","2023-07-19 08:07:41.481836+00","598"
"519","MABE CELAYA","MABE CELAYA","TTE120607IGA","","2023-07-19","2023-07-19 08:21:55.111071+00","2023-07-19 08:07:41.713195+00","599"
"520","1444 HEROES","TIENDAS TRES B SA DE CV","TTB040915CY9",NULL,"2023-07-19","2025-02-28 21:57:17.752188+00","2023-07-19 08:07:41.949618+00","600"
"521","ALAMO BUSINESS PARK ""LINK PACK","ALAMO BUSINESS PARK","LPM0507185L4","","2023-07-19","2023-07-19 08:21:55.415914+00","2023-07-19 08:07:42.181138+00","601"
"522","Hella Automotive México  IRAPUATO","Hella Automotive México S.A. de C.V.","EOP640608I13","","2023-07-19","2023-07-19 08:21:55.573126+00","2023-07-19 08:07:42.416728+00","602"
"523","ANDAMIOS Y PARARRAYOS PEDRO ESCOBEDO","ANDAMIOS Y PARARRAYOS, S.A. DE C.V.","APA840130HH2","","2023-07-19","2023-07-19 08:21:55.726321+00","2023-07-19 08:07:42.647742+00","603"
"524","BURNER SYSTEMS INTERNATIONAL DE MEXICO","BURNER SYSTEMS INTERNATIONAL DE MEXICO, SA DE CV","BSI821202EG8","EPP COMPLETO, DOC DE UNIDAD Y OPERADOR VIGENTES, MATERIAL DE SUJECIÓN EN BUEN ESTADO, HORARIO DE RECEPCIÓN 8 AM a 5 PM","2023-07-19","2023-07-19 08:21:55.884946+00","2023-07-19 08:07:42.879212+00","604"
"525","ANDAMIOS Y PARARRAYOS PARQUE INDUSTRIAL PYME","ANDAMIOS Y PARARRAYOS, S.A. DE C.V.","APA840130HH2","","2023-07-19","2023-07-19 08:21:56.040471+00","2023-07-19 08:07:43.11378+00","605"
"526","KROMBERG & SCHUBERT  QUERETARO","KROMBERG & SCHUBERT MEXICO","NALR6210222J0","","2023-07-19","2023-07-19 08:21:56.195438+00","2023-07-19 08:07:43.347772+00","606"
"527","PLASMAN PRECISION PARTS PIQ","PLASMAN PRECISION PARTS SA DE CV","PLA180509S97","","2023-07-19","2023-07-19 08:21:56.354303+00","2023-07-19 08:07:43.579971+00","607"
"528","ANDAMIOS Y PARARRAYOS EL SAUZ","ANDAMIOS Y PARARRAYOS SA DE CV","APA840130HH2","","2023-07-19","2023-07-19 08:21:56.511197+00","2023-07-19 08:07:43.812823+00","608"
"529","Nubba Comercial","Nubba Comercial SA de CV","NCO920827K12","","2023-07-19","2023-07-19 08:21:56.663989+00","2023-07-19 08:07:44.04273+00","609"
"530","ASTURIANO ""ATIZAPAN"" CLIENTE CONSENTIDO","ADMINISTRACION DE EMPRESAS AL MENUDEO","AEM151124N36","EPP COMPLETO, 3 BANDAS, 3 GATAS","2023-07-19","2023-07-19 08:21:56.81643+00","2023-07-19 08:07:44.274201+00","610"
"531","AMD PLASTICS DE MEXICO ARTEAGA COAHUILA","AMD PLASTICS DE MEXICO S DE RL DE CV","APM190712QS4","","2023-07-19","2023-07-19 08:21:56.975351+00","2023-07-19 08:07:44.509644+00","611"
"532","PYRAMID INDUSTRIES DE MEXICO PIQ","PYRAMID INDUSTRIES DE MEXICO S DE RL DE CV","PIM000630HJ2","","2023-07-19","2023-07-19 08:21:57.129325+00","2023-07-19 08:07:44.737828+00","612"
"533","JAMES FARREL MEXICO ZONA INDUSTRIAL BENITO JUÁREZ","JAMES FARREL MEXICO S DE RL DE CV","JFM000901BF6","","2023-07-19","2023-07-19 08:21:57.284855+00","2023-07-19 08:07:44.967604+00","613"
"534","LYNCOTT PARQUE INDUSTRIAL EL MARQUES","INDUSTRIAS COR LYNCOTT","APO151201EH2","","2023-07-19","2023-07-19 08:21:57.43824+00","2023-07-19 08:07:45.206231+00","614"
